Tags/Keyword
"basal metabolic rate"
"energy balance"
"energy expenditure"
"energy intake"
exercise
"Exercise and weight loss"
FITT
kilocalories
"Mechanisms in Medicine"
obesity
"Obesity Management"
"weight gain"
"weight loss"
"Weight loss plateau"
"weight maintenance"
"fat loss workout"
